"reporterCode","flowCode","partnerCode","cmdCode","CIFValue","FOBValue","primaryValue","geoAreaDescription","regional.grouping","cmdCodeDescription.x","flowCode2","cmd2Code","cmd2CodeDescription"
360,"M",144,30119,4197,NA,4197,"Sri Lanka","Asia","Fish; live, ornamental, other than freshwater","Import",3,"Fish and crustaceans, molluscs and other aquatic invertebrates"
360,"M",144,90210,199356,NA,199356,"Sri Lanka","Asia","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Import",9,"Coffee, tea, mate and spices"
360,"M",144,90240,95045,NA,95045,"Sri Lanka","Asia","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Import",9,"Coffee, tea, mate and spices"
360,"M",144,90611,118725,NA,118725,"Sri Lanka","Asia","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import",9,"Coffee, tea, mate and spices"
360,"M",144,91099,195076,NA,195076,"Sri Lanka","Asia","Spices; n.e.c. in heading no. 0910","Import",9,"Coffee, tea, mate and spices"
360,"M",144,110412,18990,NA,18990,"Sri Lanka","Asia","Cereal grains; rolled or flaked, of oats","Import",11,"Products of the milling industry; malt, starches, inulin, wheat gluten"
360,"M",144,200870,3,NA,3,"Sri Lanka","Asia","Fruit; peaches, including nectarines, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit","Import",20,"Preparations of vegetables, fruit, nuts or other parts of plants"
360,"M",144,200899,3,NA,3,"Sri Lanka","Asia","Fruit, nuts and other edible parts of plants; prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008","Import",20,"Preparations of vegetables, fruit, nuts or other parts of plants"
360,"M",144,210390,111,NA,111,"Sri Lanka","Asia","Sauces and preparations therefor; mixed condiments and mixed seasonings","Import",21,"Miscellaneous edible preparations"
360,"M",144,210690,90151,NA,90151,"Sri Lanka","Asia","Food preparations; n.e.c. in item no. 2106.10","Import",21,"Miscellaneous edible preparations"
360,"M",144,240110,83035,NA,83035,"Sri Lanka","Asia","Tobacco, (not stemmed or stripped)","Import",24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body"
360,"M",144,283220,12688,NA,12688,"Sri Lanka","Asia","Sulphites; other than of sodium","Import",28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes"
360,"M",144,284290,98,NA,98,"Sri Lanka","Asia","Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides","Import",28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes"
360,"M",144,290611,1749,NA,1749,"Sri Lanka","Asia","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, menthol","Import",29,"Organic chemicals"
360,"M",144,291811,383,NA,383,"Sri Lanka","Asia","Acids; carboxylic acids, (with alcohol function but without other oxygen function), lactic acid, its salts and esters","Import",29,"Organic chemicals"
360,"M",144,291814,5820,NA,5820,"Sri Lanka","Asia","Acids; carboxylic acids, (with alcohol function but without other oxygen function), citric acid","Import",29,"Organic chemicals"
360,"M",144,300510,53,NA,53,"Sri Lanka","Asia","Dressings, adhesive; and other articles having an adhesive layer, packed for retail sale for medical, surgical, dental or veterinary purposes","Import",30,"Pharmaceutical products"
360,"M",144,310551,1231,NA,1231,"Sri Lanka","Asia","Fertilizers, mineral or chemical; containing nitrates and phosphates","Import",31,"Fertilizers"
360,"M",144,320416,16923,NA,16923,"Sri Lanka","Asia","Dyes; reactive dyes and preparations based thereon","Import",32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"
360,"M",144,320619,1357,NA,1357,"Sri Lanka","Asia","Colouring matter; pigments and preparations based on titanium dioxide, containing less than 80% by weight of titanium dioxide calculated on the dry weight","Import",32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"
360,"M",144,320710,10600,NA,10600,"Sri Lanka","Asia","Pigments; prepared pigments, opacifiers, colours and similar preparations","Import",32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"
360,"M",144,320890,18584,NA,18584,"Sri Lanka","Asia","Paints and varnishes; based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium","Import",32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"
360,"M",144,320910,10129,NA,10129,"Sri Lanka","Asia","Paints and varnishes; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium","Import",32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"
360,"M",144,321519,112,NA,112,"Sri Lanka","Asia","Ink; for printing, other than black, whether or not concentrated or solid","Import",32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"
360,"M",144,321590,900,NA,900,"Sri Lanka","Asia","Ink; writing, drawing and other inks, n.e.c. in heading no. 3215, whether or not concentrated or solid","Import",32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"
360,"M",144,330499,778,NA,778,"Sri Lanka","Asia","Cosmetic and toilet preparations; n.e.c. in heading no. 3304, for the care of the skin (excluding medicaments, including sunscreen or sun tan preparations)","Import",33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"
360,"M",144,340231,45,NA,45,"Sri Lanka","Asia","Anionic organic surface-active agents (other than soap); linear alkylbenzene sulphonic acids and their salts, whether or not put up for retail sale","Import",34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster"
360,"M",144,340242,142824,NA,142824,"Sri Lanka","Asia","Organic surface-active agents; non-ionic (other than soap), whether or not put up for retail sale","Import",34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster"
360,"M",144,340290,183562,NA,183562,"Sri Lanka","Asia","Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), including auxiliary washing preparations, not for retail sale","Import",34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster"
360,"M",144,350691,1134,NA,1134,"Sri Lanka","Asia","Adhesives; prepared, based on polymers of heading 3901 to 3913 or on rubber","Import",35,"Albuminoidal substances; modified starches; glues; enzymes"
360,"M",144,350699,1181,NA,1181,"Sri Lanka","Asia","Glues and other adhesives; prepared, n.e.c. in heading no. 3506, not exceeding a net weight of 1kg","Import",35,"Albuminoidal substances; modified starches; glues; enzymes"
360,"M",144,350790,168977,NA,168977,"Sri Lanka","Asia","Enzymes and prepared enzymes; other than rennet and concentrates thereof","Import",35,"Albuminoidal substances; modified starches; glues; enzymes"
360,"M",144,380210,245588,NA,245588,"Sri Lanka","Asia","Carbon; activated","Import",38,"Chemical products n.e.c."
360,"M",144,382450,35133,NA,35133,"Sri Lanka","Asia","Mortars and concretes; non-refractory","Import",38,"Chemical products n.e.c."
360,"M",144,382499,1600,NA,1600,"Sri Lanka","Asia","Chemical products, mixtures and preparations; n.e.c. heading 3824","Import",38,"Chemical products n.e.c."
360,"M",144,390690,76034,NA,76034,"Sri Lanka","Asia","Acrylic polymers; (other than polymethyl methacrylate), in primary forms","Import",39,"Plastics and articles thereof"
360,"M",144,391732,426,NA,426,"Sri Lanka","Asia","Plastics; tubes, pipes and hoses thereof, other than those of item no. 3917.31, not reinforced or otherwise combined with other materials, without fittings","Import",39,"Plastics and articles thereof"
360,"M",144,391740,648,NA,648,"Sri Lanka","Asia","Plastics; tube, pipe and hose fittings (e.g. joints, elbows, flanges)","Import",39,"Plastics and articles thereof"
360,"M",144,392113,9333,NA,9333,"Sri Lanka","Asia","Plastics; plates, sheets, film, foil and strip, of polyurethanes, cellular","Import",39,"Plastics and articles thereof"
360,"M",144,392310,100,NA,100,"Sri Lanka","Asia","Plastics; boxes, cases, crates and similar articles for the conveyance or packing of goods","Import",39,"Plastics and articles thereof"
360,"M",144,392321,833,NA,833,"Sri Lanka","Asia","Ethylene polymers; sacks and bags (including cones), for the conveyance or packing of goods","Import",39,"Plastics and articles thereof"
360,"M",144,392620,49207,NA,49207,"Sri Lanka","Asia","Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)","Import",39,"Plastics and articles thereof"
360,"M",144,392690,141382,NA,141382,"Sri Lanka","Asia","Plastics; other articles n.e.c. in chapter 39","Import",39,"Plastics and articles thereof"
360,"M",144,400122,405,NA,405,"Sri Lanka","Asia","Rubber; technically specified natural rubber (TSNR), in primary forms or in plates, sheets or strip (excluding latex and smoked sheets)","Import",40,"Rubber and articles thereof"
360,"M",144,400811,499788,NA,499788,"Sri Lanka","Asia","Rubber; vulcanised (other than hard rubber), in plates, sheets and strip of cellular rubber","Import",40,"Rubber and articles thereof"
360,"M",144,401150,285,NA,285,"Sri Lanka","Asia","Rubber; new pneumatic tyres, of a kind used on bicycles","Import",40,"Rubber and articles thereof"
360,"M",144,401170,23399,NA,23399,"Sri Lanka","Asia","Rubber; new pneumatic tyres, of a kind used on agricultural or forestry vehicles and machines","Import",40,"Rubber and articles thereof"
360,"M",144,401219,1482,NA,1482,"Sri Lanka","Asia","Retreaded tyres; other than of a kind used on motor cars (including station wagons and racing cars), buses and lorries and aircraft","Import",40,"Rubber and articles thereof"
360,"M",144,401519,14668,NA,14668,"Sri Lanka","Asia","Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves","Import",40,"Rubber and articles thereof"
360,"M",144,401590,152282,NA,152282,"Sri Lanka","Asia","Rubber; vulcanised (other than hard rubber), articles of apparel and clothing accessories (other than gloves, mittens and mitts)","Import",40,"Rubber and articles thereof"
360,"M",144,401610,18,NA,18,"Sri Lanka","Asia","Rubber; vulcanised (other than hard rubber), moulded rubber mats and mats of non-rectangular shape made by cutting from the piece, of cellular rubber","Import",40,"Rubber and articles thereof"
360,"M",144,401691,153,NA,153,"Sri Lanka","Asia","Rubber; vulcanised (other than hard rubber), floor coverings and mats, of non-cellular rubber","Import",40,"Rubber and articles thereof"
360,"M",144,420299,4375,NA,4375,"Sri Lanka","Asia","Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper","Import",42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"
360,"M",144,420329,25818,NA,25818,"Sri Lanka","Asia","Clothing accessories; gloves, mittens and mitts, n.e.c. in heading no. 4203, of leather or composition leather, not specially designed for use in sports","Import",42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"
360,"M",144,460211,4,NA,4,"Sri Lanka","Asia","Basketwork, wickerwork and other articles; of bamboo, made directly to shape from plaiting materials or made up from goods of heading no. 4601","Import",46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork"
360,"M",144,480431,3990,NA,3990,"Sri Lanka","Asia","Kraft paper and paperboard; uncoated, unbleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803","Import",48,"Paper and paperboard; articles of paper pulp, of paper or paperboard"
360,"M",144,480990,192,NA,192,"Sri Lanka","Asia","Paper; carbon paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets","Import",48,"Paper and paperboard; articles of paper pulp, of paper or paperboard"
360,"M",144,481110,1452,NA,1452,"Sri Lanka","Asia","Paper and paperboard; tarred, bituminised or asphalted, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810","Import",48,"Paper and paperboard; articles of paper pulp, of paper or paperboard"
360,"M",144,481141,46223,NA,46223,"Sri Lanka","Asia","Paper and paperboard; self-adhesive, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810","Import",48,"Paper and paperboard; articles of paper pulp, of paper or paperboard"
360,"M",144,481190,2206,NA,2206,"Sri Lanka","Asia","Paper, paperboard, cellulose wadding and webs of soft cellulose fibres; coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in heading no. 4811, in rolls or sheets","Import",48,"Paper and paperboard; articles of paper pulp, of paper or paperboard"
360,"M",144,481910,76093,NA,76093,"Sri Lanka","Asia","Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard","Import",48,"Paper and paperboard; articles of paper pulp, of paper or paperboard"
360,"M",144,482010,27,NA,27,"Sri Lanka","Asia","Paper and paperboard; registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles","Import",48,"Paper and paperboard; articles of paper pulp, of paper or paperboard"
360,"M",144,482050,330,NA,330,"Sri Lanka","Asia","Paper and paperboard; albums for samples or for collections","Import",48,"Paper and paperboard; articles of paper pulp, of paper or paperboard"
360,"M",144,482110,305206,NA,305206,"Sri Lanka","Asia","Paper and paperboard; labels or all kinds, printed","Import",48,"Paper and paperboard; articles of paper pulp, of paper or paperboard"
360,"M",144,482320,1800,NA,1800,"Sri Lanka","Asia","Paper and paperboard; filter paper and paperboard","Import",48,"Paper and paperboard; articles of paper pulp, of paper or paperboard"
360,"M",144,490110,53,NA,53,"Sri Lanka","Asia","Printed matter; in single sheets, whether or not folded","Import",49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"
360,"M",144,491000,41,NA,41,"Sri Lanka","Asia","Calendars; printed, of any kind, including calendar blocks","Import",49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"
360,"M",144,491199,401,NA,401,"Sri Lanka","Asia","Printed matter; n.e.c. in heading no. 4911","Import",49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"
360,"M",144,521159,95,NA,95,"Sri Lanka","Asia","Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, of weaves n.e.c. in item no. 5211.5","Import",52,"Cotton"
360,"M",144,540110,5041,NA,5041,"Sri Lanka","Asia","Sewing thread; of synthetic filaments, whether or not put up for retail sale","Import",54,"Man-made filaments; strip and the like of man-made textile materials"
360,"M",144,540239,376215,NA,376215,"Sri Lanka","Asia","Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, other than of nylon or other polymides, polyesters, or polypropylene, not for retail sale, not sewing thread","Import",54,"Man-made filaments; strip and the like of man-made textile materials"
360,"M",144,540249,19674,NA,19674,"Sri Lanka","Asia","Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, single, untwisted or twisted 50 turns or less per metre, n.e.c. in heading no. 5402, not for retail sale, not sewing thread","Import",54,"Man-made filaments; strip and the like of man-made textile materials"
360,"M",144,540251,4614,NA,4614,"Sri Lanka","Asia","Yarn, synthetic; filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread","Import",54,"Man-made filaments; strip and the like of man-made textile materials"
360,"M",144,540259,32037,NA,32037,"Sri Lanka","Asia","Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, single, twisted more than 50 turns per metre, n.e.c. in heading no. 5402, not for retail sale, not sewing thread","Import",54,"Man-made filaments; strip and the like of man-made textile materials"
360,"M",144,540331,26,NA,26,"Sri Lanka","Asia","Yarn, artificial; filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), single, untwisted or twisted 120 turns per metre or less, not for retail sale, not sewing thread","Import",54,"Man-made filaments; strip and the like of man-made textile materials"
360,"M",144,540741,4991,NA,4991,"Sri Lanka","Asia","Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, unbleached or bleached","Import",54,"Man-made filaments; strip and the like of man-made textile materials"
360,"M",144,540769,652,NA,652,"Sri Lanka","Asia","Fabrics, woven; containing less than 85% by weight of non-textured polyester filaments","Import",54,"Man-made filaments; strip and the like of man-made textile materials"
360,"M",144,550410,179363,NA,179363,"Sri Lanka","Asia","Fibres; artificial staple fibres, of viscose, not carded, combed or otherwise processed for spinning","Import",55,"Man-made staple fibres"
360,"M",144,551120,55,NA,55,"Sri Lanka","Asia","Yarn; (not sewing thread), of synthetic staple fibres, containing less than 85% by weight of synthetic staple fibres, put up for retail sale","Import",55,"Man-made staple fibres"
360,"M",144,551599,4,NA,4,"Sri Lanka","Asia","Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515","Import",55,"Man-made staple fibres"
360,"M",144,560121,2,NA,2,"Sri Lanka","Asia","Wadding; other articles thereof, of cotton","Import",56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"
360,"M",144,560130,3284,NA,3284,"Sri Lanka","Asia","Wadding; textile flock and dust and mill neps","Import",56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"
360,"M",144,560311,35072,NA,35072,"Sri Lanka","Asia","Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing not more than 25g/m2)","Import",56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"
360,"M",144,560312,54627,NA,54627,"Sri Lanka","Asia","Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2)","Import",56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"
360,"M",144,560314,12815,NA,12815,"Sri Lanka","Asia","Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 150g/m2)","Import",56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"
360,"M",144,560393,3541,NA,3541,"Sri Lanka","Asia","Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2)","Import",56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"
360,"M",144,560490,48373,NA,48373,"Sri Lanka","Asia","Yarn; textile yarn, strip, and the like of heading no. 5404 or 5405, impregnated, coated, covered, or sheathed with rubber or plastics, n.e.c. in heading no. 5604","Import",56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"
360,"M",144,560750,1879,NA,1879,"Sri Lanka","Asia","Twine, cordage, ropes, cables; of synthetic fibres other than polyethylene or polypropylene, whether or not plaited, braided or impregnated, coated, covered or sheathed with rubber or plastics","Import",56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"
360,"M",144,560790,2171,NA,2171,"Sri Lanka","Asia","Twine, cordage, ropes, cables; of materials n.e.c. in heading no. 5607, whether or not plaited, braided or impregnated, coated, covered, or sheathed with rubber or plastics","Import",56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"
360,"M",144,580610,541,NA,541,"Sri Lanka","Asia","Fabrics; woven pile (including terry towelling and similar terry fabrics) and chenille fabrics (excluding goods of heading 5807)","Import",58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery"
360,"M",144,580631,3491,NA,3491,"Sri Lanka","Asia","Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of cotton (excluding goods of heading no. 5807)","Import",58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery"
360,"M",144,580632,3335,NA,3335,"Sri Lanka","Asia","Fabrics, narrow woven fabrics, n.e.c. in heading no. 5806, of man-made fibres (excluding goods of heading no. 5807)","Import",58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery"
360,"M",144,580790,165604,NA,165604,"Sri Lanka","Asia","Labels, badges and similar articles; (other than woven), of textile materials, in the piece, in strips or cut to shape or size, not embroidered","Import",58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery"
360,"M",144,580890,1703,NA,1703,"Sri Lanka","Asia","Ornamental trimmings; tassels, pompons and similar articles; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted","Import",58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery"
360,"M",144,581100,102,NA,102,"Sri Lanka","Asia","Quilted textile products; in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise (excluding embroidery of heading no. 5810)","Import",58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery"
360,"M",144,590310,9185,NA,9185,"Sri Lanka","Asia","Textile fabrics; impregnated, coated, covered or laminated with poly(vinyl chloride)","Import",59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use"
360,"M",144,590390,121018,NA,121018,"Sri Lanka","Asia","Textile fabrics; impregnated, coated, covered or laminated with plastics, (excluding polyvinyl chloride, polyurethane and those of heading no. 5902)","Import",59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use"
360,"M",144,590691,103,NA,103,"Sri Lanka","Asia","Textile fabrics, rubberised; (excluding those of heading no. 5902 and adhesive tape of a width not exceeding 20cm), knitted or crocheted","Import",59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use"
360,"M",144,591190,322,NA,322,"Sri Lanka","Asia","Textile products and articles for technical uses; n.e.c. in heading no. 5911","Import",59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use"
360,"M",144,600192,65,NA,65,"Sri Lanka","Asia","Fabrics; pile fabrics (excluding long pile and loop pile), of man-made fibres, knitted or crocheted","Import",60,"Fabrics; knitted or crocheted"
360,"M",144,600199,51,NA,51,"Sri Lanka","Asia","Fabrics; pile fabrics (excluding long pile and loop pile), of textile materials (other than cotton or man-made fibres), knitted or crocheted","Import",60,"Fabrics; knitted or crocheted"
360,"M",144,600290,103879,NA,103879,"Sri Lanka","Asia","Fabrics; knitted or crocheted, other than those of heading 60.01, of a width not exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread","Import",60,"Fabrics; knitted or crocheted"
360,"M",144,600490,80561,NA,80561,"Sri Lanka","Asia","Fabrics; knitted or crocheted, other than those of heading 60.01, of a width exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread,","Import",60,"Fabrics; knitted or crocheted"
360,"M",144,600536,10807,NA,10807,"Sri Lanka","Asia","Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, bleached or unbleached","Import",60,"Fabrics; knitted or crocheted"
360,"M",144,600537,4435537,NA,4435537,"Sri Lanka","Asia","Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, dyed","Import",60,"Fabrics; knitted or crocheted"
360,"M",144,600622,468283,NA,468283,"Sri Lanka","Asia","Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, dyed","Import",60,"Fabrics; knitted or crocheted"
360,"M",144,600623,183,NA,183,"Sri Lanka","Asia","Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, of yarns of different colours","Import",60,"Fabrics; knitted or crocheted"
360,"M",144,600642,63263,NA,63263,"Sri Lanka","Asia","Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, dyed","Import",60,"Fabrics; knitted or crocheted"
360,"M",144,600643,13770,NA,13770,"Sri Lanka","Asia","Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, of yarns of different colours","Import",60,"Fabrics; knitted or crocheted"
360,"M",144,600690,6782160,NA,6782160,"Sri Lanka","Asia","Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04,and other than those made of wool, fine animal hair, cotton, synthetic or artificial fibres","Import",60,"Fabrics; knitted or crocheted"
360,"M",144,610190,89,NA,89,"Sri Lanka","Asia","Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of textile materials n.e.c. in heading no. 6101, knitted or crocheted (excluding those of heading no. 6103)","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610220,1957,NA,1957,"Sri Lanka","Asia","Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of cotton, knitted or crocheted (excluding those of heading no. 6104)","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610342,16590,NA,16590,"Sri Lanka","Asia","Trousers, bib and brace overalls, breeches and shorts; men's or boys', of cotton, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610343,66832,NA,66832,"Sri Lanka","Asia","Trousers, bib and brace overalls, breeches and shorts; men's or boys', of synthetic fibres, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610453,1098,NA,1098,"Sri Lanka","Asia","Skirts and divided skirts; women's or girls', of synthetic fibres, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610459,215,NA,215,"Sri Lanka","Asia","Skirts and divided skirts; women's or girls', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610462,61758,NA,61758,"Sri Lanka","Asia","Trousers, bib and brace overalls, breeches and shorts; women's or girls', of cotton, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610463,200848,NA,200848,"Sri Lanka","Asia","Trousers, bib and brace overalls, breeches and shorts; women's or girls', of synthetic fibres, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610510,71902,NA,71902,"Sri Lanka","Asia","Shirts; men's or boys', of cotton, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610620,44867,NA,44867,"Sri Lanka","Asia","Blouses, shirts and shirt-blouses; women's or girls', of man-made fibres, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610690,77,NA,77,"Sri Lanka","Asia","Blouses, shirts and shirt-blouses; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610791,242,NA,242,"Sri Lanka","Asia","Bathrobes, dressing gowns and similar articles; men's or boys', of cotton, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610821,161727,NA,161727,"Sri Lanka","Asia","Briefs and panties; women's or girls', of cotton, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610822,269074,NA,269074,"Sri Lanka","Asia","Briefs and panties; women's or girls', of man-made fibres, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610831,14770,NA,14770,"Sri Lanka","Asia","Nightdresses and pyjamas; women's or girls', of cotton, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610832,76122,NA,76122,"Sri Lanka","Asia","Nightdresses and pyjamas; women's or girls', of man-made fibres, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610891,7528,NA,7528,"Sri Lanka","Asia","Negligees, bathrobes, dressing gowns and similar articles; women's or girls', of cotton, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
360,"M",144,610892,3607,NA,3607,"Sri Lanka","Asia","Negligees, bathrobes, dressing gowns and similar articles; women's or girls', of man-made fibres, knitted or crocheted","Import",61,"Apparel and clothing accessories; knitted or crocheted"
